run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max
General-0-20200523-05:24:10-19769,runattr,,,configname,General,,,,,,,
General-0-20200523-05:24:10-19769,runattr,,,datetime,20200523-05:24:10,,,,,,,
General-0-20200523-05:24:10-19769,runattr,,,experiment,General,,,,,,,
General-0-20200523-05:24:10-19769,runattr,,,inifile,omnetpp.ini,,,,,,,
General-0-20200523-05:24:10-19769,runattr,,,iterationvars,,,,,,,,
General-0-20200523-05:24:10-19769,runattr,,,iterationvarsf,,,,,,,,
General-0-20200523-05:24:10-19769,runattr,,,measurement,,,,,,,,
General-0-20200523-05:24:10-19769,runattr,,,network,RSUExampleScenariomine,,,,,,,
General-0-20200523-05:24:10-19769,runattr,,,processid,19769,,,,,,,
General-0-20200523-05:24:10-19769,runattr,,,repetition,0,,,,,,,
General-0-20200523-05:24:10-19769,runattr,,,replication,#0,,,,,,,
General-0-20200523-05:24:10-19769,runattr,,,resultdir,results,,,,,,,
General-0-20200523-05:24:10-19769,runattr,,,runnumber,0,,,,,,,
General-0-20200523-05:24:10-19769,runattr,,,seedset,0,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.playgroundSizeX,3500m,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.playgroundSizeY,2000m,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.playgroundSizeZ,50m,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.annotations.draw,true,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.obstacles.obstacles,"xmldoc(""config.xml"", ""//AnalogueModel[@type='SimpleObstacleShadowing']/obstacles"")",,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.manager.updateInterval,1s,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.manager.host,"""localhost""",,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.manager.port,9999,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.manager.autoShutdown,true,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.manager.launchConfig,"xmldoc(""erlangen.launchd.xml"")",,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[0].mobility.x,1399,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[0].mobility.y,1512,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[0].mobility.z,3,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[1].mobility.x,1461,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[1].mobility.y,1456,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[1].mobility.z,3,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[2].mobility.x,1474,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[2].mobility.y,1446,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[2].mobility.z,3,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[3].mobility.x,1680,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[3].mobility.y,1281,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[3].mobility.z,3,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[4].mobility.x,1740,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[4].mobility.y,1200,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[4].mobility.z,3,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[5].mobility.x,1803,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[5].mobility.y,1148,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[5].mobility.z,3,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[6].mobility.x,1865,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[6].mobility.y,1103,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[6].mobility.z,3,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[7].mobility.x,1993,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[7].mobility.y,1027,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[7].mobility.z,3,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[8].mobility.x,2093,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[8].mobility.y,973,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[8].mobility.z,3,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[9].mobility.x,2162,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[9].mobility.y,943,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[9].mobility.z,3,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[10].mobility.x,2211,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[10].mobility.y,914,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[10].mobility.z,3,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[11].mobility.x,2390,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[11].mobility.y,823,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[11].mobility.z,3,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[12].mobility.x,2428,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[12].mobility.y,789,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[12].mobility.z,3,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[13].mobility.x,2488,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[13].mobility.y,725,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[13].mobility.z,3,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[14].mobility.x,2649,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[14].mobility.y,446,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[14].mobility.z,3,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[15].mobility.x,2689,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[15].mobility.y,386,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[15].mobility.z,3,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[*].applType,"""TrafficLightRsuApp3""",,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[*].appl.headerLength,80 bit,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[*].appl.sendBeacons,false,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[*].appl.dataOnSch,false,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[*].appl.beaconInterval,1s,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[*].appl.beaconUserPriority,7,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[*].appl.dataUserPriority,5,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.rsu[*].nic.phy80211p.antennaOffsetZ,0 m,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.connectionManager.sendDirect,true,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.connectionManager.maxInterfDist,2600m,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.connectionManager.drawMaxIntfDist,false,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.**.nic.mac1609_4.useServiceChannel,false,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.**.nic.mac1609_4.txPower,20mW,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.**.nic.mac1609_4.bitrate,6Mbps,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.**.nic.phy80211p.minPowerLevel,-110dBm,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.**.nic.phy80211p.useNoiseFloor,true,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.**.nic.phy80211p.noiseFloor,-98dBm,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.**.nic.phy80211p.decider,"xmldoc(""config.xml"")",,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.**.nic.phy80211p.analogueModels,"xmldoc(""config.xml"")",,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.**.nic.phy80211p.usePropagationDelay,true,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.**.nic.phy80211p.antenna,"xmldoc(""antenna.xml"", ""/root/Antenna[@id='monopole']"")",,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.node[*].nic.phy80211p.antennaOffsetY,0 m,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.node[*].nic.phy80211p.antennaOffsetZ,1.895 m,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.node[*].applType,"""MyVehicle11p""",,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.node[*].appl.headerLength,80 bit,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.node[*].appl.sendBeacons,true,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.node[*].appl.dataOnSch,false,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.node[*].appl.beaconInterval,1s,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.node[*].veinsmobility.x,0,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.node[*].veinsmobility.y,0,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.node[*].veinsmobility.z,0,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.node[*].veinsmobility.setHostSpeed,false,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.node[*0].veinsmobility.accidentCount,0,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.node[*0].veinsmobility.accidentStart,73s,,,,,,,
General-0-20200523-05:24:10-19769,param,,,*.node[*0].veinsmobility.accidentDuration,50s,,,,,,,
General-0-20200523-05:24:10-19769,scalar,RSUExampleScenariomine.node[364].appl,generatedWSMs,,,0,,,,,,
General-0-20200523-05:24:10-19769,scalar,RSUExampleScenariomine.node[364].appl,receivedWSMs,,,0,,,,,,
General-0-20200523-05:24:10-19769,scalar,RSUExampleScenariomine.node[364].appl,generatedBSMs,,,13,,,,,,
General-0-20200523-05:24:10-19769,scalar,RSUExampleScenariomine.node[364].appl,receivedBSMs,,,285,,,,,,
General-0-20200523-05:24:10-19769,scalar,RSUExampleScenariomine.node[364].appl,generatedWSAs,,,0,,,,,,
General-0-20200523-05:24:10-19769,scalar,RSUExampleScenariomine.node[364].appl,receivedWSAs,,,0,,,,,,
General-0-20200523-05:24:10-19769,scalar,RSUExampleScenariomine.node[364].nic.phy80211p,busyTime,,,0.003216,,,,,,
General-0-20200523-05:24:10-19769,scalar,RSUExampleScenariomine.node[364].nic.mac1609_4,ReceivedUnicastPackets,,,0,,,,,,
General-0-20200523-05:24:10-19769,scalar,RSUExampleScenariomine.node[364].nic.mac1609_4,ReceivedBroadcasts,,,285,,,,,,
General-0-20200523-05:24:10-19769,scalar,RSUExampleScenariomine.node[364].nic.mac1609_4,SentPackets,,,13,,,,,,
General-0-20200523-05:24:10-19769,scalar,RSUExampleScenariomine.node[364].nic.mac1609_4,SentAcknowledgements,,,0,,,,,,
